frame 1/300	mpc_controller.times[-1]=2.156388s	[1.4360476672494766, 1.4360441923432299, 0.5000268225312197, 0.5, 1.6020111380365826e-05, 0.0, 0.011151421550142334, 0.012523794555765574, 0.012523794555765574]	saved figure 0.png
frame 2/300	mpc_controller.times[-1]=0.635147s	[1.4359328736877346, 1.4359189543976718, 0.5001073840609136, 0.5000000000000013, 6.415276348647195e-05, 0.0, 0.0185638018847032, 0.018828032169503708, 0.018828032169503708]	saved figure 1.png
frame 3/300	mpc_controller.times[-1]=0.632079s	[1.4357655208819495, 1.4357306740759759, 0.5002686946193629, 0.5000000000000049, 0.0001605644848920187, 0.0, 0.02840274923409807, 0.025160666262232418, 0.025160666262232418]	saved figure 2.png
frame 4/300	mpc_controller.times[-1]=0.635921s	[1.435548854487436, 1.4354790674133482, 0.5005378586758606, 0.5000000000000386, 0.0003214951111256445, 0.0, 0.041083704496696516, 0.031521824741570115, 0.031521824741570115]	saved figure 3.png
frame 5/300	mpc_controller.times[-1]=0.376252s	[1.4352861315505465, 1.435163849165918, 0.5009420752570402, 0.5000000000001248, 0.0005632584803742266, 0.0, 0.05679829883698919, 0.03791163609127562, 0.03791163609127562]	saved figure 4.png
frame 6/300	mpc_controller.times[-1]=1.235605s	[1.4349834273037292, 1.434784732804974, 0.501505760894748, 0.50000000000031, 0.0009068913119584464, 2.168404344971009e-19, 0.07480205761465598, 0.044330229373843254, 0.044330229373843254]	saved figure 5.png
frame 7/300	mpc_controller.times[-1]=1.168032s	[1.4346468313573533, 1.4343414305111748, 0.5022534173950188, 0.5000000000006706, 0.0013735256710844372, 2.168404344971009e-19, 0.09617553964450955, 0.05077773423310975, 0.050777734233109745]	saved figure 6.png
frame 8/300	mpc_controller.times[-1]=0.842320s	[1.4342824421277536, 1.4338336531687381, 0.5032096318317663, 0.5000000000012932, 0.001984389811546289, 4.336808689942018e-19, 0.1206791279259636, 0.05725428089687274, 0.05725428089687274]	saved figure 7.png
frame 9/300	mpc_controller.times[-1]=0.641232s	[1.433896360615723, 1.4332611103596027, 0.5043990762243498, 0.5000000000022791, 0.0027608093792059842, 0.0, 0.14836455942923266, 0.06376000017952117, 0.06376000017952117]	saved figure 8.png
frame 10/300	mpc_controller.times[-1]=1.827142s	[1.4334973822895574, 1.4326235103575609, 0.505842592202395, 0.5000000000037375, 0.0037282763577552755, 0.0, 0.1784593387824769, 0.07029502348467744, 0.07029502348467744]	saved figure 9.png
frame 11/300	mpc_controller.times[-1]=0.541550s	[1.433094304410478, 1.431920560122368, 0.5075610931917955, 0.5000000000057856, 0.004912399437428092, 8.673617379884035e-19, 0.2119184058357952, 0.07685948280785161, 0.07685948280785163]	saved figure 10.png
frame 12/300	mpc_controller.times[-1]=1.250521s	[1.4326959187735324, 1.4311519652938223, 0.5095755640803128, 0.5000000000085478, 0.006338905223176954, 8.673617379884035e-19, 0.24851200540284046, 0.08345351073910744, 0.08345351073910745]	saved figure 11.png
frame 13/300	mpc_controller.times[-1]=0.697012s	[1.4323110039337186, 1.4303174301858212, 0.5119070606826974, 0.5000000000121556, 0.008033639665185877, 8.673617379884035e-19, 0.2882900117333639, 0.0900772404657404, 0.0900772404657404]	saved figure 12.png
frame 14/300	mpc_controller.times[-1]=3.017008s	[1.4319513306234426, 1.4294166577803882, 0.514571691256942, 0.5000000000167444, 0.0100268800169456, 1.734723475976807e-18, 0.3304449096148846, 0.09673080577496787, 0.09673080577496787]	saved figure 13.png
