frame 134/600	4.143s	[11.862, -0.033, 3.103]	[1.939, 1.382, 1.903, 1.121, 1.904, 1.933, 7.288, 1.497, 1.157]	saved figure 133.png
frame 135/600	11.518s	[-40.559, 0.1, 66.259]	[1.885, 1.371, 1.934, 1.116, 1.935, 1.928, 7.219, 1.24, 1.169]	saved figure 134.png
frame 136/600	0.948s	[-40.558, 0.1, 66.258]	[1.832, 1.36, 1.966, 1.111, 1.968, 1.925, 7.15, 0.892, 1.18]	saved figure 135.png
frame 137/600	5.202s	[61.881, -0.248, 44.472]	[1.781, 1.351, 1.996, 1.108, 2.001, 1.927, 6.99, 0.498, 1.192]	saved figure 136.png
frame 138/600	4.068s	[61.875, -0.248, 44.474]	[1.733, 1.342, 2.024, 1.108, 2.034, 1.931, 6.791, 0.396, 1.204]	saved figure 137.png
frame 139/600	8.531s	[-38.752, 0.201, 70.659]	[1.688, 1.334, 2.05, 1.11, 2.066, 1.94, 6.585, 0.505, 1.215]	saved figure 138.png
frame 140/600	2.492s	[-38.748, 0.201, 70.657]	[1.646, 1.325, 2.075, 1.115, 2.098, 1.952, 6.331, 0.752, 1.227]	saved figure 139.png
frame 141/600	1.711s	[-38.741, 0.201, 70.654]	[1.607, 1.317, 2.098, 1.122, 2.13, 1.966, 6.055, 1.02, 1.239]	saved figure 140.png
frame 142/600	3.464s	[-38.73, 0.201, 70.648]	[1.57, 1.308, 2.12, 1.132, 2.161, 1.983, 5.768, 1.279, 1.251]	saved figure 141.png
frame 143/600	9.977s	[210.493, -1.006, -64.512]	[1.537, 1.299, 2.139, 1.145, 2.191, 2.002, 5.37, 1.469, 1.262]	saved figure 142.png
frame 144/600	6.193s	[5.685, 0.029, 35.497]	[1.506, 1.289, 2.156, 1.16, 2.217, 2.022, 5.042, 1.655, 1.274]	saved figure 143.png
frame 145/600	0.569s	[5.685, 0.029, 35.497]	[1.479, 1.278, 2.171, 1.176, 2.241, 2.042, 4.666, 1.821, 1.286]	saved figure 144.png
frame 146/600	0.706s	[5.685, 0.029, 35.497]	[1.454, 1.266, 2.184, 1.194, 2.263, 2.063, 4.281, 1.974, 1.298]	saved figure 145.png
frame 147/600	1.038s	[5.685, 0.029, 35.497]	[1.432, 1.252, 2.195, 1.214, 2.281, 2.083, 3.895, 2.125, 1.31]	saved figure 146.png
