frame 154/600	906s	23.734s	True	[41.303, -0.662, 572.534]	[255.752, -0.001, -62.419]	[0.0, 0.0, 0.0]	saved figure 153.png
frame 155/600	983s	12.163s	True	[49.386, -1.217, 536.468]	[179.143, 0.014, 0.213]	[0.0, 0.0, 0.0]	saved figure 154.png
frame 156/600	1006s	1.058s	True	[57.47, -1.773, 500.403]	[102.535, 0.03, 62.846]	[0.0, 0.0, 0.0]	saved figure 155.png
frame 157/600	1013s	0.449s	True	[65.553, -2.329, 464.337]	[25.926, 0.046, 125.479]	[0.0, 0.0, 0.0]	saved figure 156.png
frame 158/600	1016s	0.323s	True	[73.636, -2.884, 428.271]	[-50.682, 0.061, 188.112]	[0.0, 0.0, 0.0]	saved figure 157.png
frame 159/600	1022s	2.645s	True	[81.713, -3.439, 392.224]	[-117.77, 0.078, 239.605]	[-9.499, -0.001, 11.158]	saved figure 158.png
frame 160/600	1030s	4.069s	True	[78.883, -3.239, 387.752]	[-143.096, 0.113, 247.451]	[-58.942, -0.023, 67.255]	saved figure 159.png
frame 161/600	1057s	11.195s	True	[79.992, -2.87, 361.679]	[-168.428, 0.149, 255.292]	[-108.391, -0.045, 123.359]	saved figure 160.png
frame 162/600	1086s	16.068s	True	[49.484, 2.509, 330.723]	[-178.73, 0.176, 253.206]	[-157.84, -0.068, 179.462]	saved figure 161.png
frame 163/600	1100s	2.413s	True	[18.955, 7.885, 299.955]	[-166.38, 0.19, 236.191]	[-207.289, -0.09, 235.566]	saved figure 162.png
frame 164/600	1107s	0.952s	True	[-11.507, 13.256, 269.011]	[-154.031, 0.203, 219.177]	[-256.737, -0.112, 291.67]	saved figure 163.png
frame 165/600	1116s	5.042s	True	[54.966, -0.55, 267.996]	[-141.681, 0.216, 202.163]	[-222.221, -0.096, 280.986]	saved figure 164.png
frame 166/600	1137s	5.196s	True	[122.15, -14.179, 259.624]	[-129.332, 0.229, 185.149]	[-187.704, -0.08, 270.303]	saved figure 165.png
frame 167/600	1155s	9.881s	True	[40.434, 2.04, 228.742]	[-116.985, 0.242, 168.135]	[-153.188, -0.064, 259.62]	saved figure 166.png
frame 168/600	1165s	1.270s	True	[-37.9, 17.966, 188.8]	[-104.638, 0.256, 151.121]	[-118.671, -0.048, 248.936]	saved figure 167.png
frame 169/600	1169s	0.923s	True	[-110.934, 33.241, 139.119]	[-92.291, 0.269, 134.108]	[-84.155, -0.032, 238.253]	saved figure 168.png
frame 170/600	1176s	5.398s	True	[56.682, -5.66, 188.267]	[-79.944, 0.282, 117.094]	[-49.639, -0.016, 227.57]	saved figure 169.png
frame 171/600	1191s	4.752s	True	[51.854, -3.557, 173.616]	[-67.597, 0.295, 100.081]	[-15.122, -0.0, 216.886]	saved figure 170.png
frame 172/600	1205s	3.208s	True	[46.841, -1.462, 159.792]	[-55.251, 0.308, 83.067]	[19.394, 0.016, 206.203]	saved figure 171.png
frame 173/600	1215s	2.068s	True	[41.651, 0.623, 146.732]	[-42.904, 0.321, 66.054]	[53.911, 0.032, 195.52]	saved figure 172.png
frame 174/600	1222s	3.149s	True	[36.295, 2.693, 134.38]	[-30.557, 0.335, 49.04]	[88.427, 0.048, 184.836]	saved figure 173.png
frame 175/600	1229s	2.868s	True	[30.78, 4.744, 122.678]	[-18.21, 0.348, 32.026]	[122.944, 0.064, 174.153]	saved figure 174.png
frame 176/600	1240s	2.396s	True	[25.114, 6.773, 111.573]	[2.755, 0.364, 8.283]	[148.822, 0.081, 170.176]	saved figure 175.png
frame 177/600	1248s	2.890s	True	[19.305, 8.774, 101.012]	[27.447, 0.381, -18.269]	[170.959, 0.095, 168.986]	saved figure 176.png
frame 178/600	1257s	1.415s	True	[13.36, 10.744, 90.944]	[52.138, 0.397, -44.821]	[193.096, 0.108, 167.796]	saved figure 177.png
frame 179/600	1260s	0.208s	True	[7.415, 12.715, 80.877]	[76.83, 0.414, -71.373]	[215.233, 0.122, 166.606]	saved figure 178.png
frame 180/600	1269s	7.827s	True	[0.65, -13.033, 72.332]	[94.059, 0.544, -93.483]	[235.199, 0.137, 166.787]	saved figure 179.png
frame 181/600	1292s	8.251s	True	[-1.382, 1.002, 64.82]	[51.179, -0.61, -74.8]	[144.179, 0.141, 134.492]	saved figure 180.png
frame 182/600	1308s	0.242s	True	[-3.414, 15.036, 57.308]	[8.3, -1.763, -56.117]	[53.159, 0.146, 102.196]	saved figure 181.png
frame 183/600	1311s	0.603s	True	[-5.446, 29.071, 49.796]	[-34.579, -2.917, -37.433]	[-37.861, 0.151, 69.901]	saved figure 182.png
frame 184/600	1313s	0.837s	True	[-7.478, 43.106, 42.284]	[-77.459, -4.07, -18.75]	[-128.881, 0.155, 37.605]	saved figure 183.png
frame 185/600	1314s	0.271s	True	[-9.51, 57.14, 34.772]	[-120.338, -5.224, -0.067]	[-219.901, 0.16, 5.31]	saved figure 184.png
frame 186/600	1325s	6.128s	True	[-71.753, -35.706, -3.191]	[-127.374, -5.732, 12.213]	[-295.01, 0.155, -34.34]	saved figure 185.png
